container      , method, 33, 61, 109, 197, 355, 640, 1151, 2072, 3728, 6708, 12070, 21718, 39077, 70313, 126515, 227642, 409600, 
std_mhash_4    , erase, 176.376, 133.262, 128.912, 138.352, 142.101, 127.718, 130, 126.01, 121.155, 122.546, 125.041, 124.902, 150.005, 159.673, 197.979, 243.897, 269.526, 
trb_mset_32    , insert_o, 155.57, 76.3443, 101.136, 106.786, 107.357, 94.9106, 104.92, 113.302, 118.037, 128.481, 131.946, 151.753, 167.011, 182.272, 197.411, 223.527, 246.423, 
trb_mset_32    , insert_r, 224.715, 92.7115, 86.7083, 109.987, 110.011, 123.958, 126.788, 136.412, 141.64, 153.918, 179.261, 200.617, 226.97, 262.75, 300.284, 363.239, 478.237, 
trb_mset_32    , foreach, 12.9758, 7.16066, 6.75413, 6.39594, 6.46986, 6.69531, 7.70912, 8.89739, 7.36025, 8.22021, 12.8152, 15.8345, 16.1655, 23.6475, 38.1628, 61.2078, 76.6131, 
trb_mset_32    , find, 45.2485, 41.5279, 44.822, 58.7289, 52.0146, 56.3978, 62.1453, 76.6248, 79.2401, 87.0541, 105.973, 122.424, 142.547, 172.097, 226.102, 314.239, 423.559, 
trb_mset_32    , erase, 159.806, 144.938, 189.103, 168.412, 198.915, 197.92, 213.259, 214.385, 225.412, 250.489, 265.422, 295.156, 323.986, 375.262, 415.045, 524.122, 657.731, 
std_mset_32    , insert_o, 102.873, 76.6131, 72.7321, 72.3228, 72.1848, 72.5869, 75.999, 89.8173, 97.1199, 111.388, 130.415, 152.946, 178.058, 185.535, 190.76, 196.845, 212.639, 
std_mset_32    , insert_r, 127.4, 92.6361, 107.873, 110.522, 90.9803, 103.533, 112.567, 114.87, 115.898, 133.505, 148.975, 176.68, 192.582, 214.834, 285.512, 378.545, 489.113, 
std_mset_32    , foreach, 14.1212, 8.90492, 8.17248, 7.06802, 6.90873, 7.28656, 7.81182, 8.19682, 8.56111, 13.6957, 15.1493, 21.0733, 19.937, 38.6813, 63.0221, 79.8601, 86.5788, 
std_mset_32    , find, 42.7333, 36.8885, 39.0385, 42.0152, 56.2975, 50.6094, 56.2693, 62.4365, 68.6453, 85.4324, 101.743, 120.18, 144.338, 192.577, 258.974, 352.139, 481.531, 
std_mset_32    , erase, 170.897, 125.238, 125.589, 132.57, 152.612, 146.576, 147.683, 150.305, 160.922, 175.759, 201.877, 230.324, 250.687, 314.682, 383.451, 476.105, 582.388, 
std_mhash_32   , insert_o, 160.073, 95.9607, 95.0862, 77.5198, 93.1882, 83.1662, 80.2652, 83.9807, 82.279, 86.3902, 77.5709, 80.2662, 79.8664, 87.0079, 84.5065, 85.0647, 78.8063, 
std_mhash_32   , insert_r, 198.067, 122.784, 123.774, 104.084, 101.552, 101.321, 102.431, 105.227, 109.911, 118.041, 109.441, 123.385, 130.954, 152.484, 196.332, 275.619, 272.722, 
